Tarix,Vaxt (Bakı),Coin,İstiqamət,Təklif Olunan Miqdar,Qiymət,Təklif Olunan Ölçü (USD),Gözlənilən Hədəf,Gözlənilən Dəyişim (%),Status,Qeyd
2026-08-07,20:29:16,BTCUSDT,,,64926.12,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.11% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 72.29-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-07,20:29:16,ETHUSDT,,,1914.96,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.98% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 79.16-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-07,21:28:45,BTCUSDT,,,64596.01,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.60% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 72.29-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-07,21:28:45,ETHUSDT,,,1907.56,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.59% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 79.16-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-07,22:27:02,BTCUSDT,,,64800.64,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.91% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 72.29-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-07,22:27:02,ETHUSDT,,,1912.69,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.86% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 79.16-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-07,23:35:59,BTCUSDT,,,64990.01,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.21% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 72.29-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-07,23:35:59,ETHUSDT,,,1917.86,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.13% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 79.16-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,00:19:49,BTCUSDT,,,64975.48,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.17% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.86-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,00:19:49,ETHUSDT,,,1917.70,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.09% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 80.72-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,01:05:06,BTCUSDT,,,64972.42,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.17% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.86-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,01:05:06,ETHUSDT,,,1913.94,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.89% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 80.72-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,01:52:15,BTCUSDT,,,64967.87,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.16% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.86-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,01:52:15,ETHUSDT,,,1917.56,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.09% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 80.72-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,02:50:43,BTCUSDT,,,64898.90,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.05% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.86-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,02:50:43,ETHUSDT,,,1914.34,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.91% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 80.72-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,03:23:13,BTCUSDT,,,64874.99,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.02% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.86-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,03:23:13,ETHUSDT,,,1915.41,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.97% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 80.72-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,04:03:32,BTCUSDT,,,64907.97,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.06% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 67.53-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,04:03:32,ETHUSDT,,,1913.12,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.82% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 52.44-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,06:17:08,BTCUSDT,,,64901.09,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.05% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 67.53-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,06:17:08,ETHUSDT,,,1913.09,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.82% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 52.44-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,07:47:06,BTCUSDT,,,65015.61,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.22% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 67.53-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,07:47:06,ETHUSDT,,,1917.74,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.07% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 52.44-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,08:42:36,BTCUSDT,,,65063.08,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.29% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 77.34-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,08:42:36,ETHUSDT,,,1918.74,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.09% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 66.95-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,09:31:36,BTCUSDT,,,65015.57,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.21% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 77.34-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,09:31:36,ETHUSDT,,,1916.99,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.00% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 66.95-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,10:22:50,BTCUSDT,,,64980.25,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.16% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 77.34-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,10:22:51,ETHUSDT,,,1916.65,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.98% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 66.95-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,11:32:50,BTCUSDT,,,64995.94,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.18% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 77.34-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,11:32:50,ETHUSDT,,,1915.28,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.91% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 66.95-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,12:18:30,BTCUSDT,,,64963.08,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.12% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 59.44-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,12:18:31,ETHUSDT,,,1915.22,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.87% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 49.65-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,13:05:45,BTCUSDT,,,64996.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.17% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 59.44-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,13:05:45,ETHUSDT,,,1917.33,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.99% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 49.65-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,13:51:15,BTCUSDT,,,64996.84,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.17% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 59.44-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,13:51:15,ETHUSDT,,,1919.04,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.08% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 49.65-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,14:21:03,BTCUSDT,,,64998.45,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.17% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 59.44-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,14:21:03,ETHUSDT,,,1920.47,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.15% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 49.65-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,14:57:02,BTCUSDT,,,65010.04,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.19% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 59.44-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,14:57:02,ETHUSDT,,,1921.17,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.19% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 49.65-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,15:38:00,BTCUSDT,,,64970.98,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.13% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 59.44-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,15:38:00,ETHUSDT,,,1919.61,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.11% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 49.65-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,16:16:58,BTCUSDT,,,65037.41,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.22% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.81-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,16:16:58,ETHUSDT,,,1921.52,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.18% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 71.51-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,17:16:51,BTCUSDT,,,65005.45,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.18% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.81-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,17:16:51,ETHUSDT,,,1919.49,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.07% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 71.51-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,18:01:38,BTCUSDT,,,65015.28,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.19% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.81-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,18:01:38,ETHUSDT,,,1920.15,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.11% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 71.51-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,18:44:01,BTCUSDT,,,65116.45,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.35% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.81-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,18:44:01,ETHUSDT,,,1922.33,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.22% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 71.51-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,19:14:07,BTCUSDT,,,65106.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.33% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.81-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,19:14:07,ETHUSDT,,,1923.28,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.27% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 71.51-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,19:51:11,BTCUSDT,,,65072.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.28% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.81-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,19:51:11,ETHUSDT,,,1922.81,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.25% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 71.51-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,20:20:08,BTCUSDT,,,65088.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.29% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 78.01-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,20:20:08,ETHUSDT,,,1922.34,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.19% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,20:58:00,BTCUSDT,,,65077.99,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.28% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 78.01-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,20:58:00,ETHUSDT,,,1922.41,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.19% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,21:40:58,BTCUSDT,,,65122.18,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.34% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 78.01-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,21:40:59,ETHUSDT,,,1925.12,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.34% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,22:15:48,BTCUSDT,,,65095.07,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.30% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 78.01-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,22:15:48,ETHUSDT,,,1922.59,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.20% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,23:03:57,BTCUSDT,,,65044.08,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.22% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 78.01-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,23:03:57,ETHUSDT,,,1921.25,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.13% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,23:40:31,BTCUSDT,,,65033.59,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.21% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 78.01-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-08,23:40:31,ETHUSDT,,,1920.22,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.08% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,00:12:39,BTCUSDT,,,65075.44,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.26% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.63-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
